City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,verkhnedneprovskiy,54.9813,33.3457,279.38,72,24,2.76,RU,1714933967
333,florida,28.7505,-82.5001,306.48,55,75,2.57,US,1714933864
334,amursk,50.2261,136.8994,277.58,69,13,6.75,RU,1714933937
335,polyarnyy,69.1989,33.4478,272.44,71,100,8.34,RU,1714933968
336,lae,-6.7221,146.9847,296.87,83,100,1.57,PG,1714933969
337,pagar alam,-4.0167,103.2667,294.15,98,59,1.11,ID,1714933969
338,loncoche,-39.3667,-72.6333,280.61,91,97,2.23,CL,1714933942
339,turtas,58.9417,69.1325,271.32,90,99,3.18,RU,1714933970
340,fonte boa,-2.4959,-66.2662,303.0,81,89,1.47,BR,1714933970
341,myitkyina,25.3833,97.4,292.89,88,100,1.44,MM,1714933970
342,malayer,34.2969,48.8235,284.32,71,81,1.12,IR,1714933971
343,waldfeucht,51.0661,5.9882,289.9,68,100,0.45,DE,1714933971
344,lospalos,-8.5186,127.0025,294.78,97,100,1.72,TL,1714933971
345,nar'yan-mar,67.6713,53.087,265.99,88,78,1.79,RU,1714933972
346,beaudesert,-27.9833,152.9833,289.55,97,47,2.27,AU,1714933972
347,filadelfia,39.9523,-75.1638,287.78,94,100,3.6,US,1714933888
348,oban,56.4127,-5.4706,285.58,97,95,1.05,GB,1714933973
349,revda,56.801,59.9303,266.58,95,12,1.95,RU,1714933973
350,tual,-5.6667,132.75,301.56,80,100,6.78,ID,1714933974
351,franceville,-1.6333,13.5836,300.52,67,65,1.32,GA,1714933974
352,afonso bezerra,-5.4983,-36.5056,303.48,64,40,7.74,BR,1714933975
353,tindivanam,12.25,79.65,303.95,68,9,5.65,IN,1714933975
354,urubamba,-13.3047,-72.1158,297.65,51,51,3.29,PE,1714933975
355,pointe-noire,-4.7761,11.8635,301.19,89,75,4.12,CG,1714933976
356,codigoro,44.8311,12.1142,292.62,77,11,3.52,IT,1714933976
357,cinarli,41.4723,46.9156,284.24,88,100,1.92,AZ,1714933976
358,rio preto da eva,-2.6994,-59.6997,304.96,61,95,2.02,BR,1714933977
359,salinopolis,-0.6136,-47.3561,301.64,79,69,5.4,BR,1714933977
360,pak phanang,8.3511,100.202,302.39,74,100,1.66,TH,1714933977
361,bodo,67.28,14.405,283.17,50,0,8.23,NO,1714933978
362,bryne,58.7354,5.6477,284.39,90,75,2.57,NO,1714933978
